"","App","Category","Rating","Reviews","Size","Installs","Price","Content.Rating","Android.Ver","Everyone","Mature_17+","Teen","success"
"1","Photo Editor & Candy Camera & Grid & ScrapBook","ART_AND_DESIGN",4.1,1183,19,10000,0,"Everyone",4.03,1,0,0,"No"
"2","Coloring book moana","ART_AND_DESIGN",3.9,5924,14,5e+05,0,"Everyone",4.03,1,0,0,"Yes"
"3","U Launcher Lite â€“ FREE Live Cool Themes, Hide Apps","ART_AND_DESIGN",4.7,5681,8.7,5e+06,0,"Everyone",4.03,1,0,0,"Yes"
"4","Sketch - Draw & Paint","ART_AND_DESIGN",4.5,1947,25,5e+07,0,"Teen",4.2,0,0,1,"Yes"
"5","Pixel Draw - Number Art Coloring Book","ART_AND_DESIGN",4.3,5924,2.8,1e+05,0,"Everyone",4.4,1,0,0,"No"
"6","Paper flowers instructions","ART_AND_DESIGN",4.4,1310,5.6,50000,0,"Everyone",2.3,1,0,0,"No"
"7","Smoke Effect Photo Maker - Smoke Editor","ART_AND_DESIGN",3.8,1464,19,50000,0,"Everyone",4.03,1,0,0,"No"
"8","Infinite Painter","ART_AND_DESIGN",4.1,3385,29,1e+06,0,"Everyone",4.2,1,0,0,"Yes"
"9","Garden Coloring Book","ART_AND_DESIGN",4.4,816,33,1e+06,0,"Everyone",3,1,0,0,"Yes"
"10","Kids Paint Free - Drawing Fun","ART_AND_DESIGN",4.7,485,3.1,10000,0,"Everyone",4.03,1,0,0,"No"
"11","Text on Photo - Fonteee","ART_AND_DESIGN",4.4,834,28,1e+06,0,"Everyone",4.1,1,0,0,"Yes"
"12","Name Art Photo Editor - Focus n Filters","ART_AND_DESIGN",4.4,5695,12,1e+06,0,"Everyone",4,1,0,0,"Yes"
"13","Tattoo Name On My Photo Editor","ART_AND_DESIGN",4.2,3914,20,1e+07,0,"Teen",4.1,0,0,1,"Yes"
"14","Mandala Coloring Book","ART_AND_DESIGN",4.6,3830,21,1e+05,0,"Everyone",4.4,1,0,0,"No"
"15","3D Color Pixel by Number - Sandbox Art Coloring","ART_AND_DESIGN",4.4,1057,37,1e+05,0,"Everyone",2.3,1,0,0,"No"
"16","Learn To Draw Kawaii Characters","ART_AND_DESIGN",3.2,4460,2.7,5000,0,"Everyone",4.2,1,0,0,"No"
"17","Photo Designer - Write your name with shapes","ART_AND_DESIGN",4.7,3353,5.5,5e+05,0,"Everyone",4.1,1,0,0,"Yes"
"18","350 Diy Room Decor Ideas","ART_AND_DESIGN",4.5,2561,17,10000,0,"Everyone",2.3,1,0,0,"No"
"19","FlipaClip - Cartoon animation","ART_AND_DESIGN",4.3,1688,39,5e+06,0,"Everyone",4.03,1,0,0,"Yes"
"20","ibis Paint X","ART_AND_DESIGN",4.6,2052,31,1e+07,0,"Everyone",4.1,1,0,0,"Yes"
"21","Logo Maker - Small Business","ART_AND_DESIGN",4,3925,14,1e+05,0,"Everyone",4.1,1,0,0,"No"
"22","Boys Photo Editor - Six Pack & Men's Suit","ART_AND_DESIGN",4.1,4915,12,1e+05,0,"Everyone",4.03,1,0,0,"No"
"23","Superheroes Wallpapers | 4K Backgrounds","ART_AND_DESIGN",4.7,5345,4.2,5e+05,0,"Everyone",4.03,1,0,0,"Yes"
"25","HD Mickey Minnie Wallpapers","ART_AND_DESIGN",4.7,443,23,50000,0,"Everyone",4.1,1,0,0,"No"
"26","Harley Quinn wallpapers HD","ART_AND_DESIGN",4.8,1655,6,10000,0,"Everyone",3,1,0,0,"No"
"27","Colorfit - Drawing & Coloring","ART_AND_DESIGN",4.7,1776,25,5e+05,0,"Everyone",4.03,1,0,0,"Yes"
"28","Animated Photo Editor","ART_AND_DESIGN",4.1,1780,6.1,1e+05,0,"Everyone",4.03,1,0,0,"No"
"29","Pencil Sketch Drawing","ART_AND_DESIGN",3.9,778,4.6,10000,0,"Everyone",2.3,1,0,0,"No"
"30","Easy Realistic Drawing Tutorial","ART_AND_DESIGN",4.1,2035,4.2,1e+05,0,"Everyone",2.3,1,0,0,"No"
"31","Pink Silver Bow Keyboard Theme","ART_AND_DESIGN",4.2,306,9.2,1e+05,0,"Everyone",4.03,1,0,0,"No"
"32","Art Drawing Ideas","ART_AND_DESIGN",4.1,2084,5.2,50000,0,"Everyone",2.3,1,0,0,"No"
"33","Anime Manga Coloring Book","ART_AND_DESIGN",4.5,4225,11,1e+05,0,"Everyone",4,1,0,0,"No"
"34","Easy Origami Ideas","ART_AND_DESIGN",4.2,47,11,1e+05,0,"Everyone",4.1,1,0,0,"No"
"35","I Creative Idea","ART_AND_DESIGN",4.7,3284,4.2,10000,0,"Teen",4.1,0,0,1,"No"
"36","How to draw Ladybug and Cat Noir","ART_AND_DESIGN",3.8,4522,9.2,1e+05,0,"Everyone",4.1,1,0,0,"No"
"37","UNICORN - Color By Number & Pixel Art Coloring","ART_AND_DESIGN",4.7,5498,24,5e+05,0,"Everyone",4.4,1,0,0,"Yes"
"39","PIP Camera - PIP Collage Maker","ART_AND_DESIGN",4.7,1169,11,10000,0,"Everyone",4.03,1,0,0,"No"
"40","How To Color Disney Princess - Coloring Pages","ART_AND_DESIGN",4,4638,9.4,5e+05,0,"Everyone",4,1,0,0,"Yes"
"41","Drawing Clothes Fashion Ideas","ART_AND_DESIGN",4.2,424,15,10000,0,"Everyone",4.03,1,0,0,"No"
"42","Sad Poetry Photo Frames 2018","ART_AND_DESIGN",4.5,1439,10,1e+05,0,"Everyone",4.03,1,0,0,"No"
"44","Paint Splash!","ART_AND_DESIGN",3.8,2006,1.2,1e+05,0,"Everyone",4.1,1,0,0,"No"
"45","Popsicle Sticks and Similar DIY Craft Ideas","ART_AND_DESIGN",4.2,2463,12,10000,0,"Everyone",4.1,1,0,0,"No"
"46","Canva: Poster, banner, card maker & graphic design","ART_AND_DESIGN",4.7,1419,24,1e+07,0,"Everyone",4.1,1,0,0,"Yes"
"47","Install images with music to make video without Net - 2018","ART_AND_DESIGN",4.6,190,26,1e+05,0,"Everyone",4.1,1,0,0,"No"
"48","Little Teddy Bear Colouring Book Game","ART_AND_DESIGN",4.2,5600,8,1e+05,0,"Everyone",4.1,1,0,0,"No"
"49","How To Draw Food","ART_AND_DESIGN",4.3,5587,7.9,1e+05,0,"Everyone",2.3,1,0,0,"No"
"50","Monster Truck Stunt 3D 2019","AUTO_AND_VEHICLES",4.2,3374,25,1e+05,0,"Everyone",4.03,1,0,0,"No"
"51","Real Tractor Farming","AUTO_AND_VEHICLES",4,1196,56,1e+06,0,"Everyone",4.1,1,0,0,"Yes"
"52","Ultimate F1 Racing Championship","AUTO_AND_VEHICLES",3.8,2691,57,1e+05,0,"Everyone",4.1,1,0,0,"No"
"54","American Muscle Car Race","AUTO_AND_VEHICLES",3.9,639,35,1e+05,0,"Everyone",4.1,1,0,0,"No"
"55","Offroad Oil Tanker Driver Transport Truck 2019","AUTO_AND_VEHICLES",4.3,4421,33,1e+05,0,"Everyone",4.1,1,0,0,"No"
"56","Tickets SDA 2018 and Exam from the State Traffic Safety Inspectorate with Drom.ru","AUTO_AND_VEHICLES",4.9,144,33,1e+05,0,"Everyone",4,1,0,0,"No"
"57","Gas Prices (Germany only)","AUTO_AND_VEHICLES",4.4,5459,5.6,50000,0,"Everyone",4.4,1,0,0,"No"
"58","Extreme Rally Championship","AUTO_AND_VEHICLES",4.2,639,54,1e+05,0,"Everyone",4.1,1,0,0,"No"
"59","Restart Navigator","AUTO_AND_VEHICLES",4,851,201,1e+05,0,"Everyone",2.2,1,0,0,"No"
"60","REG - Check the regnumber, find information about Swedish vehicles","AUTO_AND_VEHICLES",3.9,3571,3.6,1e+05,0,"Everyone",4.4,1,0,0,"No"
"61","CityBus Lviv","AUTO_AND_VEHICLES",4.6,4379,5.7,10000,0,"Everyone",4.03,1,0,0,"No"
"62","CDL Practice Test 2018 Edition","AUTO_AND_VEHICLES",4.9,5366,17,1e+05,0,"Everyone",4.2,1,0,0,"No"
"63","ezETC (ETC balance inquiry, meter trial, real-time traffic)","AUTO_AND_VEHICLES",4.3,3530,8.6,1e+06,0,"Everyone",4.1,1,0,0,"Yes"
"64","Free VIN Report for Used Cars","AUTO_AND_VEHICLES",4.6,2265,2.4,1e+05,0,"Everyone",4,1,0,0,"No"
"65","DMV Permit Practice Test 2018 Edition","AUTO_AND_VEHICLES",4.9,4726,27,1e+05,0,"Everyone",4.2,1,0,0,"No"
"66","Check Vehicle Tax","AUTO_AND_VEHICLES",3.9,2800,2.7,10000,0,"Everyone",4.4,1,0,0,"No"
"67","Used Cars Mexico","AUTO_AND_VEHICLES",4,1628,2.5,50000,0,"Everyone",2.3,1,0,0,"No"
"70","Used cars for sale - Trovit","AUTO_AND_VEHICLES",4.2,4341,7,5e+06,0,"Everyone",4.03,1,0,0,"Yes"
"71","Fines of the State Traffic Safety Inspectorate are official: inspection, payment of fines","AUTO_AND_VEHICLES",4.8,423,35,5e+06,0,"Everyone",4.03,1,0,0,"Yes"
"72","SK Enca Direct Malls - Used Cars Search","AUTO_AND_VEHICLES",3.6,815,16,5e+05,0,"Everyone",4.2,1,0,0,"Yes"
"73","Android Auto - Maps, Media, Messaging & Voice","AUTO_AND_VEHICLES",4.2,2585,16,1e+07,0,"Teen",5,0,0,1,"Yes"
"75","Tickets SDA 2019 + Exam RF","AUTO_AND_VEHICLES",4.8,5105,17,5e+05,0,"Everyone",4,1,0,0,"Yes"
"76","Super Cars Wallpapers And Backgrounds","AUTO_AND_VEHICLES",4.6,1709,3.4,50000,0,"Everyone",4,1,0,0,"No"
"77","Police Lights, Sirens & Follow Me","AUTO_AND_VEHICLES",4.5,5227,8.9,1e+05,0,"Everyone",4.1,1,0,0,"No"
"78","Police Detector (Speed Camera Radar)","AUTO_AND_VEHICLES",4.3,3314,3.9,1e+06,0,"Everyone",4,1,0,0,"Yes"
"79","Best Car Wallpapers","AUTO_AND_VEHICLES",4.5,5988,2.9,1e+05,0,"Everyone",4.1,1,0,0,"No"
"80","Tickets + PDA 2018 Exam","AUTO_AND_VEHICLES",4.9,1710,38,1e+06,0,"Everyone",4.1,1,0,0,"Yes"
"81","Pick Your Part Garage","AUTO_AND_VEHICLES",3.9,882,32,50000,0,"Everyone",6,1,0,0,"No"
"82","PakWheels: Buy & Sell Cars","AUTO_AND_VEHICLES",4.4,1053,37,1e+06,0,"Everyone",4.2,1,0,0,"Yes"
"83","Supervision service","AUTO_AND_VEHICLES",4,1946,15,5e+05,0,"Everyone",5,1,0,0,"Yes"
"84","Speed Camera Detector - Traffic & Speed Alert","AUTO_AND_VEHICLES",4.3,818,5.4,1e+05,0,"Everyone",4.03,1,0,0,"No"
"85","Used car search Goo net whole car Go to net","AUTO_AND_VEHICLES",3.7,4416,18,1e+06,0,"Everyone",4.4,1,0,0,"Yes"
"87","BEST CAR SOUNDS","AUTO_AND_VEHICLES",4.3,3245,38,1e+05,0,"Everyone",2.3,1,0,0,"No"
"88","RST - Sale of cars on the PCT","AUTO_AND_VEHICLES",3.2,2345,1.1,1e+05,0,"Everyone",4.03,1,0,0,"No"
"91","SMS Park","AUTO_AND_VEHICLES",4.5,3342,7.9,1e+05,0,"Everyone",4.1,1,0,0,"No"
"92","SKencar","AUTO_AND_VEHICLES",3.7,4092,35,1e+06,0,"Everyone",4.03,1,0,0,"Yes"
"94","auto fines","AUTO_AND_VEHICLES",4.6,2973,17,1e+06,0,"Everyone",4.03,1,0,0,"Yes"
"95","Used car is the first car - used car purchase, used car quotation, dealer information to","AUTO_AND_VEHICLES",4.6,4248,19,1e+06,0,"Everyone",4.03,1,0,0,"Yes"
"96","All of the parking lot - National Park application (parking lot search / parking sharing / discount payment)","AUTO_AND_VEHICLES",4,1432,14,5e+05,0,"Everyone",4,1,0,0,"Yes"
"97","Inquiry Fines and Debits of Vehicles","AUTO_AND_VEHICLES",4.4,2540,2.2,5e+05,0,"Everyone",4.03,1,0,0,"Yes"
"98","Gas Station","AUTO_AND_VEHICLES",4,637,4.5,1e+05,0,"Everyone",4,1,0,0,"No"
"99","Hush - Beauty for Everyone","BEAUTY",4.7,1612,17,5e+05,0,"Everyone",5,1,0,0,"Yes"
"100","ipsy: Makeup, Beauty, and Tips","BEAUTY",4.9,4200,14,1e+06,0,"Everyone",4.1,1,0,0,"Yes"
"101","Natural recipes for your beauty","BEAUTY",4.7,377,9.8,1e+05,0,"Everyone",4.1,1,0,0,"No"
"102","BestCam Selfie-selfie, beauty camera, photo editor","BEAUTY",3.9,1409,21,5e+05,0,"Everyone",4.03,1,0,0,"Yes"
"104","Beauty Selfie Camera","BEAUTY",4.2,2030,52,5e+05,0,"Everyone",4.1,1,0,0,"Yes"
"105","Hairstyles step by step","BEAUTY",4.6,3852,14,1e+05,0,"Everyone",4.03,1,0,0,"No"
"106","Filters for Selfie","BEAUTY",4.3,5627,25,1e+06,0,"Everyone",4,1,0,0,"Yes"
"107","Tie - Always be happy","BEAUTY",4.7,5914,9,50000,0,"Everyone",4.2,1,0,0,"No"
"109","Prom MakeUp Tutorial","BEAUTY",4.8,119,12,10000,0,"Everyone",4.03,1,0,0,"No"
"111","Sweet Selfie Beauty Camera","BEAUTY",4.3,4693,35,1e+05,0,"Everyone",4,1,0,0,"No"
"112","Colors of white in Urdu","BEAUTY",4.5,3334,6.7,10000,0,"Everyone",4,1,0,0,"No"
"113","Selfie Camera Photo Editor & Filter & Sticker","BEAUTY",4.1,1583,30,50000,0,"Teen",4.03,0,0,1,"No"
"115","Eyes Makeup Beauty Tips","BEAUTY",4.2,2857,2.9,10000,0,"Everyone",4.03,1,0,0,"No"
"116","Photo Editor 2018","BEAUTY",4.5,745,17,10000,0,"Everyone",4.03,1,0,0,"No"
"117","Step By Step Eyes Makeup Tutorial","BEAUTY",4.4,5236,2.9,10000,0,"Everyone",4.03,1,0,0,"No"
"120","Mirror Camera (Mirror + Selfie Camera)","BEAUTY",4.1,5825,2.6,1e+06,0,"Everyone",4,1,0,0,"Yes"
"121","Beauty Tips - Beauty Tips in Sinhala","BEAUTY",4.4,5265,4.2,50000,0,"Everyone",4.03,1,0,0,"No"
"122","Haircut Tutorials/Haircut Videos","BEAUTY",4.6,3472,7.1,10000,0,"Everyone",4,1,0,0,"No"
"123","Sephora: Skin Care, Beauty Makeup & Fragrance Shop","BEAUTY",4.5,2543,57,1e+06,0,"Everyone",5,1,0,0,"Yes"
"125","Sticker Camera - Selfie Filters, Beauty Camera","BEAUTY",3.9,2087,22,5e+05,0,"Everyone",4.03,1,0,0,"Yes"
"126","Filters for B Live","BEAUTY",4.4,2094,24,5e+05,0,"Everyone",4,1,0,0,"Yes"
"128","Facial Wrinkle Reduction","BEAUTY",4.6,1535,21,10000,0,"Everyone",4.1,1,0,0,"No"
"129","Makeup Videos","BEAUTY",3.8,5743,3.4,5000,0,"Everyone",4,1,0,0,"No"
"132","Discover Color","BEAUTY",4,3355,6.4,1e+05,0,"Everyone",4.03,1,0,0,"No"
"133","Eyeliner step by step 2018","BEAUTY",4.3,1484,3.2,5000,0,"Everyone",4.03,1,0,0,"No"
"134","Dresses Ideas & Fashions +3000","BEAUTY",4.5,4055,8.2,1e+05,0,"Mature 17+",1.6,0,1,0,"No"
"136","Step By Step Hairstyles For Women","BEAUTY",4.1,4939,2.9,10000,0,"Everyone",4.03,1,0,0,"No"
"137","Rainbow Camera","BEAUTY",3.7,3518,23,1e+06,0,"Everyone",4,1,0,0,"Yes"
"138","Methods of teeth whitening","BEAUTY",4.7,2427,4.6,50000,0,"Everyone",4.03,1,0,0,"No"
"139","Girls hairstyles 2018","BEAUTY",4.2,4777,3.1,10000,0,"Everyone",4.03,1,0,0,"No"
"141","E-Book Read - Read Book for free","BOOKS_AND_REFERENCE",4.5,1556,4.9,50000,0,"Everyone",4.4,1,0,0,"No"
"142","Download free book with green book","BOOKS_AND_REFERENCE",4.6,3912,9.5,1e+05,0,"Everyone",4,1,0,0,"No"
"148","Free Panda Radio Music","BOOKS_AND_REFERENCE",4.5,3723,4.2,1e+05,0,"Everyone",4.1,1,0,0,"No"
"149","Book store","BOOKS_AND_REFERENCE",4.4,2056,5.4,1e+06,0,"Teen",4,0,0,1,"Yes"
"151","English Grammar Complete Handbook","BOOKS_AND_REFERENCE",4.6,913,2.8,5e+05,0,"Everyone",4,1,0,0,"Yes"
"152","Free Books - Spirit Fanfiction and Stories","BOOKS_AND_REFERENCE",4.8,409,5,1e+06,0,"Teen",4.03,0,0,1,"Yes"
"154","AlReader -any text book reader","BOOKS_AND_REFERENCE",4.6,5760,5.9,5e+06,0,"Everyone",2.3,1,0,0,"Yes"
"155","Offline English Dictionary","BOOKS_AND_REFERENCE",4.2,5644,13,1e+05,0,"Everyone",4.03,1,0,0,"No"
"156","Oxford Dictionary of English : Free","BOOKS_AND_REFERENCE",4.1,3354,7.1,1e+07,0,"Everyone",4.1,1,0,0,"Yes"
"157","Offline: English to Tagalog Dictionary","BOOKS_AND_REFERENCE",4.7,5924,6.7,5e+05,0,"Everyone",4.03,1,0,0,"Yes"
"159","FamilySearch Tree","BOOKS_AND_REFERENCE",4.3,1427,17,1e+06,0,"Everyone",4.1,1,0,0,"Yes"
"160","Cloud of Books","BOOKS_AND_REFERENCE",3.3,1570,19,1e+06,0,"Everyone",4.1,1,0,0,"Yes"
"161","Recipes of Prophetic Medicine for free","BOOKS_AND_REFERENCE",4.6,1853,6.7,5e+05,0,"Everyone",2.3,1,0,0,"Yes"
"162","ReadEra â€“ free ebook reader","BOOKS_AND_REFERENCE",4.8,4056,21,1e+06,0,"Everyone",4.1,1,0,0,"Yes"
"165","Ebook Reader","BOOKS_AND_REFERENCE",4.1,5637,37,5e+06,0,"Everyone",4,1,0,0,"Yes"
"166","Litnet - E-books","BOOKS_AND_REFERENCE",4.6,5392,15,1e+05,0,"Teen",4,0,0,1,"No"
"167","Read books online","BOOKS_AND_REFERENCE",4.1,5792,23,5e+06,0,"Mature 17+",4.1,0,1,0,"Yes"
"168","English to Urdu Dictionary","BOOKS_AND_REFERENCE",4.6,3997,19,5e+05,0,"Everyone",4.03,1,0,0,"Yes"
"169","eBoox: book reader fb2 epub zip","BOOKS_AND_REFERENCE",4.7,1923,23,1e+06,0,"Everyone",3,1,0,0,"Yes"
"170","English Persian Dictionary","BOOKS_AND_REFERENCE",4.5,2546,73,5e+05,0,"Everyone",4.03,1,0,0,"Yes"
"171","Flybook","BOOKS_AND_REFERENCE",3.9,1462,4.9,5e+05,0,"Mature 17+",2.1,0,1,0,"Yes"
"172","All Maths Formulas","BOOKS_AND_REFERENCE",4.4,2567,6.8,1e+06,0,"Everyone",4.4,1,0,0,"Yes"
"175","English translation from Bengali","BOOKS_AND_REFERENCE",4.5,4347,2.9,1e+05,0,"Everyone",4,1,0,0,"No"
"176","Pdf Book Download - Read Pdf Book","BOOKS_AND_REFERENCE",4.4,713,3.5,1e+05,0,"Everyone",4.03,1,0,0,"No"
"177","Free Book Reader","BOOKS_AND_REFERENCE",3.4,1321,4,1e+05,0,"Everyone",4.03,1,0,0,"No"
"178","eBoox new: Reader for fb2 epub zip books","BOOKS_AND_REFERENCE",4.9,2603,21,50000,0,"Everyone",3,1,0,0,"No"
"179","Only 30 days in English, the guideline is guaranteed","BOOKS_AND_REFERENCE",4.6,179,2.3,5e+05,0,"Everyone",3,1,0,0,"Yes"
"182","English-Myanmar Dictionary","BOOKS_AND_REFERENCE",4.4,5695,10,1e+06,0,"Everyone",4,1,0,0,"Yes"
"183","Golden Dictionary (EN-AR)","BOOKS_AND_REFERENCE",4.4,4267,6.1,1e+06,0,"Everyone",4.2,1,0,0,"Yes"
"184","All Language Translator Free","BOOKS_AND_REFERENCE",4.4,2863,2.1,1e+06,0,"Everyone",4.03,1,0,0,"Yes"
"185","Azpen eReader","BOOKS_AND_REFERENCE",3.5,1133,42,5e+05,0,"Everyone",2.2,1,0,0,"Yes"
"187","English Dictionary - Offline","BOOKS_AND_REFERENCE",4.4,3191,30,1e+07,0,"Everyone",4.2,1,0,0,"Yes"
"191","ADP Mobile Solutions","BUSINESS",4.3,5606,29,5e+06,0,"Everyone",5,1,0,0,"Yes"
"195","OfficeSuite : Free Office + PDF Editor","BUSINESS",4.3,12,35,1e+08,0,"Everyone",4.1,1,0,0,"Yes"
"196","USPS MOBILEÂ®","BUSINESS",3.9,1291,9.1,1e+06,0,"Everyone",4.03,1,0,0,"Yes"
"197","Job Search by ZipRecruiter","BUSINESS",4.8,1008,25,1e+06,0,"Everyone",5,1,0,0,"Yes"
"198","Curriculum vitae App CV Builder Free Resume Maker","BUSINESS",4.5,3904,3.9,5e+05,0,"Everyone",4.1,1,0,0,"Yes"
"199","Google Primer","BUSINESS",4.4,4791,18,1e+07,0,"Everyone",4.1,1,0,0,"Yes"
"200","Alba Heaven - Alvarez Job Portal Services","BUSINESS",4,5732,12,5e+06,0,"Everyone",4.03,1,0,0,"Yes"
"201","SuperLivePro","BUSINESS",4.3,4007,21,1e+06,0,"Everyone",1.5,1,0,0,"Yes"
"206","Polaris Office for LG","BUSINESS",4.2,2934,55,5e+06,0,"Everyone",4.1,1,0,0,"Yes"
"207","Call Blocker","BUSINESS",4.6,1607,3.2,5e+06,0,"Everyone",4,1,0,0,"Yes"
"210","Plugin:AOT v5.0","BUSINESS",3.1,3621,23,1e+05,0,"Everyone",2.2,1,0,0,"No"
"211","Kariyer.net","BUSINESS",3.9,3983,16,1e+06,0,"Everyone",4.1,1,0,0,"Yes"
"213","Become a Job - Find a job or advertise","BUSINESS",4.1,5055,14,1e+06,0,"Everyone",4.1,1,0,0,"Yes"
"214","ZOOM Cloud Meetings","BUSINESS",4.4,2991,37,1e+07,0,"Everyone",4,1,0,0,"Yes"
"217","IndiaMART: Search Products, Buy, Sell & Trade","BUSINESS",4.5,1836,11,5e+06,0,"Everyone",4,1,0,0,"Yes"
"218","ViettelPost express delivery","BUSINESS",4.4,519,25,1e+05,0,"Everyone",4.1,1,0,0,"No"
"219","MyASUS - Service Center","BUSINESS",4.4,3478,7.3,1e+07,0,"Everyone",4.2,1,0,0,"Yes"
"220","Job Korea - Career Jobs","BUSINESS",4.3,172,6.5,1e+06,0,"Everyone",4,1,0,0,"Yes"
"221","104 Looking for a job - looking for a job, looking for a job, looking for a part-time job, health checkup, resume, treatment room","BUSINESS",4.4,5243,25,1e+06,0,"Everyone",4,1,0,0,"Yes"
"222","Myanmar 2D/3D","BUSINESS",4.6,5525,3.1,1e+05,0,"Everyone",4.03,1,0,0,"No"
"224","sABN","BUSINESS",4.4,2098,1.5,1e+06,0,"Everyone",2.2,1,0,0,"Yes"
"225","ATI Cargoes and Transportation","BUSINESS",4.7,3712,7.5,1e+05,0,"Everyone",4.03,1,0,0,"No"
"226","Secure Folder","BUSINESS",3.8,970,8.6,5e+07,0,"Everyone",7,1,0,0,"Yes"
"232","Tiny Scanner - PDF Scanner App","BUSINESS",4.7,2717,39,1e+07,0,"Everyone",3,1,0,0,"Yes"
"233","Fast Scanner : Free PDF Scan","BUSINESS",4.5,113,14,1e+07,0,"Everyone",4.1,1,0,0,"Yes"
"234","Mobile Doc Scanner (MDScan) Lite","BUSINESS",4.2,4017,19,1e+06,0,"Everyone",4.1,1,0,0,"Yes"
"235","TurboScan: scan documents and receipts in PDF","BUSINESS",4.7,365,6.8,1e+05,4.99,"Everyone",4,1,0,0,"No"
"236","Tiny Scanner Pro: PDF Doc Scan","BUSINESS",4.8,87,39,1e+05,4.99,"Everyone",3,1,0,0,"No"
"238","Zenefits","BUSINESS",4.2,2818,14,50000,0,"Everyone",4.1,1,0,0,"No"
"239","Google Ads","BUSINESS",4.3,2781,20,5e+06,0,"Everyone",4.03,1,0,0,"Yes"
"242","FreshBooks Classic","BUSINESS",4.1,1486,26,1e+05,0,"Everyone",4.2,1,0,0,"No"
"243","Insightly CRM","BUSINESS",3.8,826,51,1e+05,0,"Everyone",5,1,0,0,"No"
"244","QuickBooks Accounting: Invoicing & Expenses","BUSINESS",4.3,2148,41,1e+06,0,"Everyone",4.1,1,0,0,"Yes"
"245","HipChat - Chat Built for Teams","BUSINESS",3.8,4624,20,5e+05,0,"Everyone",4.1,1,0,0,"Yes"
"247","MailChimp - Email, Marketing Automation","BUSINESS",4.1,4432,12,5e+05,0,"Everyone",5,1,0,0,"Yes"
"248","Crew - Free Messaging and Scheduling","BUSINESS",4.6,3707,48,5e+05,0,"Everyone",4.03,1,0,0,"Yes"
"249","Asana: organize team projects","BUSINESS",4.3,1850,10,1e+06,0,"Everyone",5,1,0,0,"Yes"
"250","Google Analytics","BUSINESS",4.5,5401,22,1e+06,0,"Everyone",4.4,1,0,0,"Yes"
"251","AdWords Express","BUSINESS",4.1,5162,11,1e+06,0,"Everyone",4,1,0,0,"Yes"
"252","Accounting App - Zoho Books","BUSINESS",4.5,2929,8.5,1e+05,0,"Everyone",4.1,1,0,0,"No"
"253","Invoice & Time Tracking - Zoho","BUSINESS",4.6,4595,8.6,1e+05,0,"Everyone",4.1,1,0,0,"No"
"255","Invoice 2go â€” Professional Invoices and Estimates","BUSINESS",4.2,1268,28,1e+06,0,"Everyone",4.1,1,0,0,"Yes"
"256","Cisco Webex Meetings","BUSINESS",4.4,236,28,1e+07,0,"Everyone",4.3,1,0,0,"Yes"
"257","ZOOM Cloud Meetings","BUSINESS",4.4,2991,37,1e+07,0,"Everyone",4,1,0,0,"Yes"
"258","ScreenMeet. Easy Phone Meeting","BUSINESS",4,4799,9,1e+05,0,"Everyone",5,1,0,0,"No"
"259","Cisco Webex Teams","BUSINESS",4.2,1299,46,1e+05,0,"Everyone",4.4,1,0,0,"No"
"261","Start Meeting","BUSINESS",4.1,2930,14,50000,0,"Everyone",4.03,1,0,0,"No"
"263","ClickMeeting Webinars","BUSINESS",3.8,4319,26,1e+06,0,"Everyone",4,1,0,0,"Yes"
"264","BlueJeans for Android","BUSINESS",3.9,166,23,5e+05,0,"Everyone",5,1,0,0,"Yes"
"267","Zenefits","BUSINESS",4.2,2818,14,50000,0,"Everyone",4.1,1,0,0,"No"
"268","Google Ads","BUSINESS",4.3,2781,20,5e+06,0,"Everyone",4.03,1,0,0,"Yes"
"271","FreshBooks Classic","BUSINESS",4.1,1486,26,1e+05,0,"Everyone",4.2,1,0,0,"No"
"272","Insightly CRM","BUSINESS",3.8,826,51,1e+05,0,"Everyone",5,1,0,0,"No"
"273","QuickBooks Accounting: Invoicing & Expenses","BUSINESS",4.3,2148,41,1e+06,0,"Everyone",4.1,1,0,0,"Yes"
"274","HipChat - Chat Built for Teams","BUSINESS",3.8,4624,20,5e+05,0,"Everyone",4.1,1,0,0,"Yes"
"276","MailChimp - Email, Marketing Automation","BUSINESS",4.1,4432,12,5e+05,0,"Everyone",5,1,0,0,"Yes"
"277","Crew - Free Messaging and Scheduling","BUSINESS",4.6,3707,48,5e+05,0,"Everyone",4.03,1,0,0,"Yes"
"278","Asana: organize team projects","BUSINESS",4.3,1850,10,1e+06,0,"Everyone",5,1,0,0,"Yes"
"279","Google Analytics","BUSINESS",4.5,5401,22,1e+06,0,"Everyone",4.4,1,0,0,"Yes"
"280","AdWords Express","BUSINESS",4.1,5162,11,1e+06,0,"Everyone",4,1,0,0,"Yes"
"281","Accounting App - Zoho Books","BUSINESS",4.5,2929,8.5,1e+05,0,"Everyone",4.1,1,0,0,"No"
"282","Invoice & Time Tracking - Zoho","BUSINESS",4.6,4595,8.6,1e+05,0,"Everyone",4.1,1,0,0,"No"
"284","Invoice 2go â€” Professional Invoices and Estimates","BUSINESS",4.2,1268,28,1e+06,0,"Everyone",4.1,1,0,0,"Yes"
"288","Tiny Scanner - PDF Scanner App","BUSINESS",4.7,2717,39,1e+07,0,"Everyone",3,1,0,0,"Yes"
"289","Fast Scanner : Free PDF Scan","BUSINESS",4.5,113,14,1e+07,0,"Everyone",4.1,1,0,0,"Yes"
